Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
MCP30100039,190001947,Montgomery County Police,Property Damage Crash,01/11/2019 03:15:00 PM,Yes,,,,,,,,,,,PARKING LOT OF GERMAN INTERNATIONAL SCHOOL LOCATED AT 8617 CHATEAU DR,,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,OTHER VEHICLE,N/A,,,,,,38.95717155,-77.22162337,"(38.95717155, -77.22162337)"
MCP2612001N,16062477,Montgomery County Police,Property Damage Crash,12/05/2016 05:12:00 PM,No,County,West,,2,West,0,FEET,LEVEL,LONGMEAD CROSSING DR,NORMANDY CROSSING DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.10105167,-77.051705,"(39.10105167, -77.051705)"
MCP291700DD,240022092,MONTGOMERY,Property Damage Crash,05/10/2024 02:05:00 PM,No,County Route,Eastbound,Lane 3,3,South,25.99,FEET,Level,RANDOLPH RD,,,,,DRIVER,Front to Rear,Rain,Wet,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,Not Applicable,,,Straight,No Defects,"Divided, Raised Median (curbed)",39.05860998,-77.0567268,"(39.05860998, -77.0567268)"
MCP2496002Z,210029371,Montgomery County Police,Injury Crash,07/29/2021 08:20:00 AM,No,,,,,,,,,,,"15700 RIVER RD, GERMANTOWN, MD, 20874",,,DRIVER,SINGLE VEHICLE,N/A,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OVERTURN,N/A,,,,,,39.07475606,-77.32907909,"(39.07475606, -77.32907909)"
MCP20940067,16016916,Montgomery County Police,Property Damage Crash,04/07/2016 08:42:00 AM,No,,,,,,0,,,,,"PARKING LOT OF
7607 MAC ARTHUR BLVD.",,,UNKNOWN,SINGLE VEHICLE,RAINING,,DAYLIGHT,N/A,NONE DETECTED,,FIXED OBJECT,N/A,,,,,,38.97421833,-77.15581833,"(38.97421833, -77.15581833)"
MCP3139002R,210034847,Montgomery County Police,Injury Crash,09/05/2021 03:15:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,NEW HAMPSHIRE AVE,OAKVIEW DR,,N/A,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01557833,-76.97785667,"(39.01557833, -76.97785667)"
MCP2952004F,170525520,Montgomery County Police,Property Damage Crash,08/18/2017 02:17:00 PM,No,US (State),Unknown,,1,North,150,FEET,HILL UPHILL,GEORGIA AVE,STRUC #15078,,N/A,,DRIVER,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,N/A,INTERSECTION RELATED,Y-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98894333,-77.026985,"(38.98894333, -77.026985)"
MCP3055000K,170534853,Montgomery County Police,Property Damage Crash,10/05/2017 07:50:00 AM,No,Maryland (State),South,,3,North,0,FEET,HILL UPHILL,CONNECTICUT AVE,DEAN RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,N/A,39.068495,-77.07533167,"(39.068495, -77.07533167)"
MCP2907001R,170539717,Montgomery County Police,Property Damage Crash,10/30/2017 02:38:00 AM,No,Maryland (State),East,,1,East,0,FEET,LEVEL,STRATHMORE AVE,STILLWATER AVE,,N/A,,UNKNOWN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,N/A,,ANIMAL,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.03457167,-77.09976833,"(39.03457167, -77.09976833)"
MCP285900D8,230022963,Montgomery County Police,Property Damage Crash,05/13/2023 10:39:00 AM,Yes,,,,,,,,,,,"PARKING LOT OF 17030 OAKMONT AVE, GAITHERSBURG, MD 20878",,,DRIVER,OTHER,CLOUDY,,DAYLIGHT,NO CONTROLS,UNKNOWN,,PARKED VEHICLE,N/A,,,,,,39.13546723,-77.17772055,"(39.13546723, -77.17772055)"
MCP27560040,220001286,Montgomery County Police,Injury Crash,01/11/2022 03:50:00 PM,No,Maryland (State),West,,3,East,0,FEET,LEVEL,UNIVERSITY BLVD W,REEDIE DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03997833,-77.043175,"(39.03997833, -77.043175)"
DD5641000X,200020846,Rockville Police Departme,Property Damage Crash,05/26/2020 09:00:00 AM,No,Municipality,West,,2,West,50,FEET,LEVEL,W GUDE DR,FREDERICK RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10664833,-77.15906,"(39.10664833, -77.15906)"
HA23960009,16000595,Maryland-National Capital,Injury Crash,05/22/2016 06:23:00 PM,No,Government,South,,1,South,0,MILE,LEVEL,BEACH DR,END BRIDGE,,N/A,,DRIVER,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,UNKNOWN,N/A,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.026235,-77.094425,"(39.026235, -77.094425)"
DD5567001V,230070217,Rockville Police Departme,Property Damage Crash,12/06/2023 01:45:00 PM,No,Maryland (State),West,,3,East,10,FEET,LEVEL,VEIRS MILL RD,ROCKVILLE PIKE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08153561,-77.14488993,"(39.08153561, -77.14488993)"
MCP3313000P,220012559,Montgomery County Police,Property Damage Crash,03/23/2022 05:03:00 PM,No,County,West,,1,West,100,FEET,LEVEL,ARCOLA AVE,LAMBERTON DR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04260438,-77.029942,"(39.04260438, -77.029942)"
MCP2396003Y,230030227,Montgomery County Police,Property Damage Crash,06/24/2023 01:13:00 PM,Yes,County,West,,2,East,0,FEET,LEVEL,MIDDLEBROOK RD,SCENERY DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18161749,-77.23175017,"(39.18161749, -77.23175017)"
MCP271700FZ,180006679,Montgomery County Police,Injury Crash,02/08/2018 01:30:00 PM,No,,,,,,,,,,,10506 WEYMOUTH STREET (APARTMENT COMPLEX PARKING LOT),,,DRIVER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OFF ROAD,FIXED OBJECT,,,,,,39.03056683,-77.09607833,"(39.03056683, -77.09607833)"
MCP27270010,16020684,Montgomery County Police,Property Damage Crash,04/27/2016 08:47:00 AM,Yes,County,Unknown,,2,East,0,MILE,OTHER,KINGSLEY RD,BURNT HILL RD,,N/A,,UNKNOWN,SINGLE VEHICLE,N/A,UNKNOWN,UNKNOWN,NO CONTROLS,,,OFF ROAD,OTHER OBJECT,NON INTERSECTION,N/A,OTHER,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.25567667,-77.26064,"(39.25567667, -77.26064)"
MCP2950001V,180060300,Montgomery County Police,Property Damage Crash,12/02/2018 11:04:00 PM,Yes,Maryland (State),North,,3,North,0,FEET,HILL UPHILL,RIDGE RD,HENDERSON CORNER RD,,N/A,,DRIVER,SAME DIR REAR END,FOGGY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20535667,-77.24323,"(39.20535667, -77.24323)"
MCP003600CC,190057128,Montgomery County Police,Property Damage Crash,11/26/2019 03:20:00 PM,No,County,North,,2,East,150,FEET,LEVEL,HICKORY FOREST WAY,TULIP POPLAR WAY,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.20465432,-77.23417113,"(39.20465432, -77.23417113)"
MCP3067001M,190057621,Montgomery County Police,Property Damage Crash,11/30/2019 01:00:00 AM,No,County,South,,2,North,0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,CLUB HOUSE RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17456667,-77.203475,"(39.17456667, -77.203475)"
MCP3005007L,230057125,Montgomery County Police,Injury Crash,09/28/2023 12:55:00 PM,Yes,Maryland (State),East,,3,East,0,FEET,LEVEL,UNIVERSITY BLVD W,ENT TO WHEATON PLAZA,,N/A,BICYCLIST,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,BICYCLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03761418,-77.05939523,"(39.03761418, -77.05939523)"
MCP2469000B,15002017,Montgomery County Police,Property Damage Crash,01/13/2015 01:22:00 PM,No,US (State),South,,3,North,50,FEET,GRADE DOWNHILL,COLUMBIA PIKE,LOCKWOOD DR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08277,-76.94851333,"(39.08277, -76.94851333)"
MCP32330026,210048988,Montgomery County Police,Property Damage Crash,12/02/2021 06:26:00 PM,No,Maryland (State),North,,2,North,0,FEET,LEVEL,PINEY BRANCH RD,ARLISS ST,,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99839067,-77.00090817,"(38.99839067, -77.00090817)"
MCP1553001B,15020139,Montgomery County Police,Property Damage Crash,04/29/2015 07:54:00 AM,No,Maryland (State),North,,3,North,100,FEET,LEVEL,NEW HAMPSHIRE AVE,E RANDOLPH RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,N/A,COMMERCIAL DRIVEWAY,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07698667,-77.00134667,"(39.07698667, -77.00134667)"
MCP27260089,240000218,Montgomery County Police,Property Damage Crash,12/31/2023 03:18:00 PM,Yes,,,,,,,,,,,11800 BLK OF GRAND PARK AVE,,,DRIVER,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,,,,,,39.04982018,-77.11716189,"(39.04982018, -77.11716189)"
MCP27280048,170532198,Montgomery County Police,Property Damage Crash,09/22/2017 04:30:00 PM,No,Maryland (State),West,,3,East,0,FEET,LEVEL,UNIVERSITY BLVD E,MERRIMAC DR,,TAKOMA PARK,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99274,-76.991565,"(38.99274, -76.991565)"
DD5664000X,230053746,Rockville Police Departme,Injury Crash,09/08/2023 07:06:00 AM,No,Maryland (State),South,,2,East,0,FEET,HILL CREST,NORBECK RD,AVERY RD,,ROCKVILLE,,DRIVER,OTHER,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.09317568,-77.12281141,"(39.09317568, -77.12281141)"
MCP3312000B,220004324,Montgomery County Police,Injury Crash,02/01/2022 11:52:00 AM,No,Maryland (State),South,,3,North,20,FEET,LEVEL,GEORGIA AVE,DEXTER AVE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,"ALCOHOL PRESENT, N/A",,OTHER VEHICLE,OTHER VEHICLE,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02212478,-77.04510799,"(39.02212478, -77.04510799)"
MCP2363000L,15053584,MONTGOMERY,Property Damage Crash,10/22/2015 10:30:00 AM,No,Maryland (State),North,,6,South,20,FEET,LEVEL,FREDERICK RD,SPUR TO SHADY GROVE RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12231987,-77.17719555,"(39.12231987, -77.17719555)"
MCP27830054,230070990,Montgomery County Police,Property Damage Crash,12/10/2023 08:19:00 PM,No,Maryland (State),East,,1,East,155,FEET,LEVEL,OLNEY SANDY SPRING RD,PORTER RD,,N/A,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.149272,-77.01413717,"(39.149272, -77.01413717)"
MCP1378011T,22003338,Montgomery County Police,Injury Crash,08/03/2022 02:43:00 PM,No,Maryland (State),South,,3,North,60,FEET,HILL UPHILL,PINEY BRANCH RD,SLIGO AVE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99219,-77.009895,"(38.99219, -77.009895)"
MCP1123002F,180063105,Montgomery County Police,Property Damage Crash,12/18/2018 07:51:00 AM,No,County,West,,2,West,50,FEET,LEVEL,SUNDOWN RD,HOWARD CHAPEL RD,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,ICE,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OFF ROAD,OFF ROAD,OTHER,N/A,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",39.22361,-77.07781,"(39.22361, -77.07781)"
MCP2311003S,180026332,Montgomery County Police,Property Damage Crash,05/29/2018 12:07:00 PM,No,Maryland (State),North,,2,South,500,FEET,LEVEL,WOODFIELD RD,LINDBERGH DR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,N/A,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16214167,-77.158285,"(39.16214167, -77.158285)"
MCP31910012,190034078,Montgomery County Police,Property Damage Crash,07/18/2019 09:18:00 AM,No,County,East,,2,North,500,FEET,LEVEL,REDLAND RD,REDLAND BLVD (AHEAD),,ROCKVILLE,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11683167,-77.16531,"(39.11683167, -77.16531)"
MCP2921002K,180019598,Montgomery County Police,Property Damage Crash,04/21/2018 09:16:00 PM,No,Maryland (State),South,,3,North,200,FEET,LEVEL,RIDGE RD,BRINK RD,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL CONTRIBUTED,,FIXED OBJECT,FIXED OBJECT,N/A,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20966833,-77.24018,"(39.20966833, -77.24018)"
MCP2635002N,16007490,Montgomery County Police,Property Damage Crash,02/12/2016 02:00:00 PM,No,,,,,,0,,,,,PARKING LOT OF 1283 SEVEN LOCKS RD,,,DRIVER,SINGLE VEHICLE,N/A,,DAYLIGHT,WARNING SIGN,N/A,,FIXED OBJECT,N/A,,,,,,39.065505,-77.16009833,"(39.065505, -77.16009833)"
MCP31090076,220033493,Montgomery County Police,Property Damage Crash,08/04/2022 02:21:00 PM,No,US (State),North,,3,North,40,FEET,LEVEL,COLESVILLE RD,WOODMOOR CIR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02311167,-77.01123917,"(39.02311167, -77.01123917)"
MCP2760000M,15042367,MONTGOMERY,Property Damage Crash,08/24/2015 04:30:00 AM,No,Maryland (State),East,,1,East,,MILE,LEVEL,MUNCASTER MILL RD,LISA DR,,N/A,,UNKNOWN,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,N/A,,ANIMAL,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.14379,-77.14141333,"(39.14379, -77.14141333)"
MCP26120055,230026993,Montgomery County Police,Property Damage Crash,06/05/2023 03:13:00 PM,No,Maryland (State),South,,6,North,0,FEET,LEVEL,GEORGIA AVE,RALPH RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07825733,-77.07188183,"(39.07825733, -77.07188183)"
MCP263900CX,210039558,Montgomery County Police,Property Damage Crash,10/05/2021 08:00:00 AM,Yes,Maryland (State),West,,2,East,100,FEET,DIP SAG,LAYTONSVILLE RD,GRIFFITH RD,,N/A,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,FOGGY,DRY,DAYLIGHT,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.22070833,-77.14268833,"(39.22070833, -77.14268833)"
MCP2094006L,16033094,Montgomery County Police,Injury Crash,06/30/2016 12:07:00 PM,No,Maryland (State),South,,3,South,20,FEET,LEVEL,CONNECTICUT AVE,HOWARD AVE,,KENSINGTON,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.028285,-77.07655,"(39.028285, -77.07655)"
MCP2348006K,230034669,Montgomery County Police,Fatal Crash,07/20/2023 09:32:00 PM,No,Maryland (State),South,,1,South,0.25,MILE,LEVEL,BEALLSVILLE RD,LYNDENWOOD AVE,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,NO CONTROLS,MEDICATION PRESENT,,FIXED OBJECT,N/A,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16166333,-77.41915333,"(39.16166333, -77.41915333)"
MCP2689007F,210001734,Montgomery County Police,Property Damage Crash,01/14/2021 01:33:00 PM,No,County,South,,1,North,240,FEET,LEVEL,SEVEN LOCKS RD,BELLS MILL RD,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OFF ROAD,FIXED OBJECT,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.03349333,-77.16064167,"(39.03349333, -77.16064167)"
MCP2046005Z,16047513,Montgomery County Police,Property Damage Crash,09/16/2016 07:50:00 AM,No,Maryland (State),North,,3,North,30,FEET,LEVEL,NEW HAMPSHIRE AVE,TANLEY RD,,N/A,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05303,-76.994215,"(39.05303, -76.994215)"
MCP25360045,220026374,Montgomery County Police,Injury Crash,06/18/2022 10:50:00 PM,No,County,West,,3,East,0,FEET,LEVEL,RANDOLPH RD,GOODHILL RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05849,-77.070965,"(39.05849, -77.070965)"
EJ7809000S,16033717,Gaithersburg Police Depar,Property Damage Crash,07/03/2016 08:53:00 PM,Yes,,,,,,0,,,,,"328 MAIN ST. GAITHERSBURG, MD. 20878 (PARKING LOT)",,,DRIVER,OTHER,CLEAR,,DUSK,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,,,,,,39.12186416,-77.23788992,"(39.12186416, -77.23788992)"
MCP93650031,250016385,MONTGOMERY,Property Damage Crash,04/15/2025 12:59:00 PM,No,County Route,"Southbound, Westbound","Lane 1, Lane 2","1, 2",North,0,FEET,Level,GRACEFIELD RD,CHERRY HILL RD,,,,DRIVER,Angle,Clear,Dry,Daylight,"No Controls, Stop Sign","Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Intersection or Related,Perpendicular,Straight,No Defects,"Divided, Flush Median (greater than 4ft wide)",39.0498408,-76.95245666,"(39.0498408, -76.95245666)"
MCP2246000F,15010915,Montgomery County Police,Property Damage Crash,03/09/2015 04:26:00 PM,Yes,,,,,,0,,,,,9520 Georgia Avenue (CVS Parking lot),,,DRIVER,OTHER,CLEAR,,DAYLIGHT,N/A,ALCOHOL PRESENT,,PARKED VEHICLE,N/A,,,,,,38.99052333,-77.027155,"(38.99052333, -77.027155)"
MCP2134002F,190058557,Montgomery County Police,Property Damage Crash,12/05/2019 07:47:00 AM,No,US (State),South,,3,North,200,FEET,LEVEL,COLESVILLE RD,SOUTHWOOD AVE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,N/A,,OTHER VEHICLE,N/A,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02651633,-77.01074731,"(39.02651633, -77.01074731)"
MCP2843000X,16047690,Montgomery County Police,Injury Crash,09/16/2016 10:44:00 PM,No,Maryland (State),West,,3,North,0,FEET,LEVEL,QUINCE ORCHARD RD,RAMP 6 FR MD 124 EB TO RAMP 7 (TO IS270),,N/A,,DRIVER,SAME DIR REAR END,N/A,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1484631,-77.21755743,"(39.1484631, -77.21755743)"
MCP28000037,180045635,Montgomery County Police,Injury Crash,09/12/2018 09:45:00 PM,No,County,West,,2,West,50,FEET,LEVEL,TUCKERMAN LA,GROSVENOR PL,,N/A,,DRIVER,SAME DIR REAR END,SLEET,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.029125,-77.10815667,"(39.029125, -77.10815667)"
MCP3099002R,21013746,Montgomery County Police,Injury Crash,04/13/2021 09:43:00 AM,No,County,West,,3,West,700,FEET,HILL UPHILL,MIDDLEBROOK RD,WARING STATION RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,COMMERCIAL DRIVEWAY,T-INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17555833,-77.255435,"(39.17555833, -77.255435)"
MCP3287000B,210005491,Montgomery County Police,Property Damage Crash,02/09/2021 03:43:00 PM,No,,,,,,,,,,,PARKING LOT OF 9719 TRAVILLE GATEWAY DR,,,DRIVER,OTHER,CLOUDY,,DAYLIGHT,N/A,UNKNOWN,,PARKED VEHICLE,N/A,,,,,,39.09136178,-77.20330244,"(39.09136178, -77.20330244)"
